flow_set,a_setpoint,pressure_sp,override_sp,level_sp,f1_valve_pos,f1_flow,f2_valve_pos,f2_flow,purge_valve_pos,purge_flow,product_valve_pos,product_flow,pressure,level,a_in_purge,b_in_purge,c_in_purge,f1_valve_sp,f2_valve_sp,purge_valve_sp,product_valve_sp,timestamp
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,50593,20704,51356,59829,41236,902,23396,0,65535,0,48883,1733020130.732751
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,49763,20357,51317,59826,41247,902,23384,0,65535,0,47123,1733020131.975169
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,48883,19981,51278,59824,41259,903,23372,190,65535,0,46233,1733020133.069055
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,48023,19622,51240,59821,41270,904,23360,2065,65535,0,45313,1733020134.131133
19660,60000,55295,60000,60000,190,243,65535,5565,0,0,47123,19247,51202,59819,41281,904,23348,4110,65535,0,44403,1733020135.20761
19660,60000,55295,60000,60000,2065,2645,65535,5565,0,0,45313,18493,51126,59815,41304,906,23324,7900,65535,0,43463,1733020136.315816
19660,60000,55295,60000,60000,4110,5264,65535,5565,0,0,44403,18116,51089,59814,41315,906,23312,11830,65535,0,42543,1733020137.400934
19660,60000,55295,60000,60000,7900,10119,65535,5565,0,0,43462,17727,51056,59812,41326,907,23301,17565,65535,0,41582,1733020138.568784
19660,60000,55295,60000,60000,11830,15153,65535,5565,0,0,42542,17347,51026,59811,41336,907,23290,23395,65535,0,40652,1733020139.72972
19660,60000,55295,60000,60000,17565,22499,65535,5565,0,0,41582,16953,51004,59810,41344,908,23281,31100,65535,0,39682,1733020140.840036
19660,60000,55295,60000,60000,23395,29967,65535,5565,0,0,40652,16573,50989,59809,41351,908,23274,38830,65535,0,38742,1733020141.904508
19660,60000,55295,60000,60000,31099,39836,65535,5565,0,0,39682,16178,50986,59809,41356,909,23269,48509,65535,0,37772,1733020143.126611
19660,60000,55295,60000,60000,38830,49738,65535,5565,0,0,38742,15798,50993,59808,41359,909,23266,65535,65535,0,35852,1733020144.363232
19660,60000,55295,60000,60000,58140,65535,65535,5565,0,0,37772,15408,51015,59808,41359,909,23265,65535,65535,0,34902,1733020145.428851
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,35852,14643,51106,59808,41351,908,23274,65535,65535,0,33932,1733020146.574873
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,34902,14267,51177,59809,41342,908,23283,65535,65535,0,32992,1733020147.636273
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,33932,13882,51259,59810,41331,907,23295,65535,65535,0,32032,1733020148.697983
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,32992,13509,51341,59811,41320,906,23307,65535,65535,0,31102,1733020149.757627
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,32032,13127,51424,59812,41310,906,23318,65535,65535,0,30152,1733020150.817068
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,31101,12756,51506,59813,41299,905,23330,65535,65535,0,29231,1733020151.876112
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,30152,12377,51588,59815,41288,904,23341,65535,65535,0,28302,1733020152.936173
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,29231,12008,51670,59817,41277,904,23353,65535,65535,0,27401,1733020154.032756
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,28302,11636,51752,59819,41267,903,23364,65535,65535,0,26492,1733020155.157775
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,27401,11275,51834,59821,41256,902,23375,65535,65535,0,25611,1733020156.285667
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,26492,10910,51916,59824,41246,902,23386,65535,65535,0,24732,1733020157.364063
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,25611,10556,51998,59827,41235,901,23398,65535,65535,0,23881,1733020158.513801
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,24732,10202,52080,59830,41225,900,23409,65535,65535,0,22211,1733020159.665859
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,23881,9859,52162,59833,41214,900,23420,65535,65535,0,21402,1733020160.750211
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,23032,9516,52243,59837,41204,899,23431,65535,65535,0,20611,1733020161.809266
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,22211,9184,52325,59840,41194,898,23442,65535,65535,0,19841,1733020162.868884
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,20611,8536,52488,59848,41173,897,23463,65535,65535,0,19091,1733020163.929107
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,19841,8224,52570,59853,41163,897,23474,65535,65535,0,18371,1733020165.090564
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,19091,7920,52651,59857,41153,896,23485,65535,65535,0,17661,1733020166.1564
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,18371,7627,52732,59862,41143,895,23495,65535,65535,0,16991,1733020167.343797
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,17661,7338,52814,59867,41133,895,23506,65535,65535,0,16331,1733020168.446369
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,16991,7065,52895,59872,41123,894,23517,65535,65535,0,15711,1733020169.511512
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,16331,6796,53057,59883,41103,893,23538,65535,65535,0,15161,1733020170.598308
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,15711,6543,53138,59888,41093,892,23548,65535,65535,0,14591,1733020171.704843
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,15160,6319,53219,59894,41084,892,23558,65535,65535,0,14100,1733020172.764382
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,14591,6087,53300,59900,41074,891,23569,65535,65535,0,13591,1733020173.916374
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,14100,5886,53381,59906,41064,890,23579,65535,65535,0,12711,1733020175.02351
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,13591,5683,53462,59912,41055,890,23589,65535,65535,0,12350,1733020176.150708
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,13160,5507,53543,59919,41045,889,23599,65535,65535,0,11961,1733020177.210699
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,12711,5323,53623,59925,41035,889,23609,65535,65535,0,11670,1733020178.270974
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11961,5017,53784,59938,41016,888,23629,65535,65535,0,11341,1733020179.330031
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11670,4898,53864,59945,41007,887,23639,65535,65535,0,11120,1733020180.390232
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11341,4764,53945,59952,40998,886,23649,65535,65535,0,10861,1733020181.492696
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11120,4675,54025,59959,40988,886,23659,65535,65535,0,10710,1733020182.556692
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10860,4569,54105,59966,40979,885,23669,65535,65535,0,10520,1733020183.62748
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10709,4509,54185,59973,40970,885,23679,65535,65535,0,10439,1733020184.687539
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10519,4433,54265,59980,40961,884,23689,65535,65535,0,10319,1733020185.835653
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10439,4402,54345,59987,40952,884,23698,65535,65535,0,10309,1733020187.006473
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10319,4355,54425,59994,40943,883,23708,65535,65535,0,10259,1733020188.191393
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10309,4354,54504,60002,40933,883,23717,65535,65535,0,10329,1733020189.25241
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10259,4336,54584,60009,40924,882,23727,65535,65535,0,10349,1733020190.312336
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10329,4369,54663,60017,40916,881,23737,65535,65535,0,10499,1733020191.468072
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10349,4381,54743,60024,40907,881,23746,65535,65535,0,10808,1733020192.595677
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10498,4447,54822,60031,40898,880,23755,65535,65535,0,10978,1733020193.655602
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10807,4585,54980,60046,40880,879,23774,65535,65535,0,11267,1733020194.805562
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,10977,4661,55059,60054,40871,879,23783,65535,65535,0,11517,1733020195.874563
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11267,4787,55138,60061,40863,878,23793,65535,65535,0,11877,1733020196.936061
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11517,4897,55217,60068,40854,878,23802,65535,65535,0,12197,1733020198.041007
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,11877,5054,55296,60076,40845,877,23811,65535,65535,640,12637,1733020199.100649
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,12197,5194,55374,60083,40837,877,23820,65535,65535,50559,13027,1733020200.163674
19660,60000,55295,60000,60000,65535,65535,65535,5565,640,2302,12637,5385,55452,60090,40828,876,23829,65535,65535,65535,13537,1733020201.223754
19660,60000,55295,60000,60000,65535,65535,65535,5565,50559,65535,13027,5555,55531,60097,40820,876,23838,65535,65535,65535,13997,1733020202.282275
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,13537,5764,55600,60104,40811,875,23847,65535,65535,65535,14577,1733020203.390848
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,13997,5946,55416,60111,40803,875,23856,65535,65535,65535,15107,1733020204.533128
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,14577,6177,55159,60118,40789,874,23870,65535,65535,0,15757,1733020205.594608
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,15106,6386,54896,60125,40785,874,23874,65535,65535,0,16356,1733020206.655418
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,15757,6645,54641,60131,40777,873,23884,65535,65535,0,17067,1733020207.713446
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,16356,6901,54402,60138,40768,873,23893,65535,65535,0,17736,1733020208.775337
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,17067,7207,54481,60144,40759,872,23902,65535,65535,0,18507,1733020209.833762
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,17736,7495,54560,60150,40750,872,23912,65535,65535,0,20117,1733020210.97816
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,18507,7826,54719,60161,40733,871,23930,65535,65535,0,20896,1733020212.092995
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,19236,8141,54798,60166,40724,870,23939,65535,65535,0,21837,1733020213.321839
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,20896,8857,54955,60177,40707,869,23958,65535,65535,0,22666,1733020214.405955
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,21836,9262,55034,60182,40698,869,23967,65535,65535,0,23656,1733020215.634249
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,22666,9621,55112,60187,40690,868,23976,65535,65535,0,24536,1733020216.81987
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,23656,10049,55190,60191,40681,868,23985,65535,65535,0,25566,1733020217.88807
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,24536,10438,55268,60195,40673,867,23993,65535,65535,0,26486,1733020219.061194
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,25566,10884,55346,60200,40664,867,24002,65535,65535,32640,28486,1733020220.182568
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,26486,11284,55424,60204,40656,866,24011,65535,65535,65535,29646,1733020221.30915
19660,60000,55295,60000,60000,65535,65535,65535,5565,32640,65535,27566,11752,55501,60208,40648,866,24020,65535,65535,65535,30646,1733020222.45356
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,29646,12601,55473,60215,40631,865,24038,65535,65535,65535,31796,1733020223.622301
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,30645,12994,55214,60218,40623,864,24046,65535,65535,13693,32825,1733020224.822088
19660,60000,55295,60000,60000,65535,65535,65535,5565,65535,65535,31796,13449,54956,60221,40615,864,24055,65535,65535,0,34006,1733020225.892527
19660,60000,55295,60000,60000,65535,65535,65535,5565,13693,48764,32825,13850,54699,60224,40606,863,24064,65535,65535,0,35065,1733020227.018495
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,34006,14348,54455,60226,40598,863,24073,65535,65535,0,36266,1733020228.080591
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,35065,14805,54467,60228,40589,862,24082,65535,65535,0,37345,1733020229.145897
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,36266,15323,54546,60230,40580,862,24091,65535,65535,0,38566,1733020230.217901
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,37345,15791,54624,60231,40572,861,24100,65535,65535,0,39655,1733020231.344156
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,38566,16319,54702,60232,40563,861,24109,65535,65535,0,41985,1733020232.488482
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,39655,16792,54780,60233,40555,860,24118,65535,65535,0,43226,1733020233.699446
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,41984,17805,54858,60234,40547,860,24127,65535,65535,0,44334,1733020234.801377
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,43225,18345,55013,60235,40530,859,24145,65535,65535,0,45575,1733020235.929901
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,44334,18829,55090,60235,40522,858,24154,65535,65535,0,46684,1733020236.98927
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,45575,19370,55167,60234,40513,858,24163,65535,65535,0,47915,1733020238.047274
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,46684,19855,55244,60234,40505,857,24171,64560,65535,0,49024,1733020239.232735
19660,60000,55295,60000,60000,65535,65535,65535,5565,0,0,47915,20394,55320,60233,40497,857,24180,61865,65535,16000,50245,1733020240.292474
19660,60000,55295,60000,60000,64560,65535,65535,5565,0,0,49024,20881,55397,60232,40489,856,24189,58455,65535,65279,51344,1733020241.353805
19660,60000,55295,60000,60000,61864,65535,65535,5565,16000,57569,50245,21416,55473,60230,40481,856,24197,53084,65535,65535,52545,1733020242.41274
19660,60000,55295,60000,60000,58455,65535,65535,5565,65279,65535,51344,21882,55543,60229,40473,855,24205,47345,65535,65535,53634,1733020243.503794
19660,60000,55295,60000,60000,53084,65535,65535,5565,65535,65535,52545,22341,55518,60227,40466,855,24212,39679,65535,65535,54815,1733020244.616021
19660,60000,55295,60000,60000,47345,60645,65535,5565,65535,65535,53634,22743,55244,60224,40460,855,24219,31930,65535,32896,55874,1733020245.680277
19660,60000,55295,60000,60000,39679,50825,65535,5565,65535,65535,54815,23180,54961,60222,40456,854,24223,22079,65535,0,57035,1733020246.908971
19660,60000,55295,60000,60000,31930,40899,65535,5565,32896,65535,55874,23559,54667,60219,40453,854,24226,324,65535,0,59195,1733020248.053363
19660,60000,55295,60000,60000,22079,28281,65535,5565,0,0,57035,24011,54368,60216,40453,854,24227,0,65535,0,60184,1733020249.115334
19660,60000,55295,60000,60000,324,415,65535,5565,0,0,59195,24912,54217,60208,40459,855,24220,0,65535,0,61275,1733020250.185904
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,60184,25318,54195,60204,40467,855,24212,0,65535,0,62224,1733020251.439899
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,61274,25767,54153,60200,40477,856,24201,0,65535,0,63274,1733020252.643666
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,62223,26155,54068,60191,40499,857,24178,0,65535,0,64133,1733020253.768841
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,63274,26585,54025,60186,40509,858,24167,0,65535,0,65134,1733020255.005897
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,64133,26935,53983,60181,40520,858,24155,0,65535,0,65535,1733020256.078649
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65134,27345,53940,60175,40531,859,24144,0,65535,0,65535,1733020257.162069
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27502,53897,60169,40542,860,24132,0,65535,0,65535,1733020258.2377
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27490,53855,60164,40552,860,24121,0,65535,0,65535,1733020259.402137
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27457,53770,60152,40574,862,24098,0,65535,0,65535,1733020260.610088
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27445,53728,60146,40585,862,24087,0,65535,0,65535,1733020261.792905
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27434,53685,60140,40595,863,24075,0,65535,0,65535,1733020262.920819
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27423,53642,60135,40606,864,24063,0,65535,0,65535,1733020263.99987
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27412,53600,60129,40617,864,24052,0,65535,0,65535,1733020265.114555
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27400,53558,60123,40628,865,24041,0,65535,0,65535,1733020266.291538
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27389,53516,60117,40639,866,24029,0,65535,0,65535,1733020267.463178
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27378,53474,60111,40650,866,24018,0,65535,0,65535,1733020268.571705
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27367,53432,60105,40661,867,24006,0,65535,0,65535,1733020269.635202
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27356,53390,60100,40671,867,23995,0,65535,0,65535,1733020270.762887
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27333,53306,60088,40693,869,23972,0,65535,0,65535,1733020271.914181
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27322,53264,60082,40704,869,23960,0,65535,0,65535,1733020272.974938
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27311,53223,60076,40715,870,23948,0,65535,0,65535,1733020274.250472
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27300,53181,60070,40726,871,23937,0,65535,0,65535,1733020275.311987
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27289,53140,60064,40737,871,23925,0,65535,0,65535,1733020276.563568
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27278,53098,60059,40748,872,23914,0,65535,0,65535,1733020277.732467
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27267,53057,60053,40759,873,23902,0,65535,0,65535,1733020278.960938
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27245,52974,60041,40780,874,23879,0,65535,0,65535,1733020280.087136
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27234,52933,60035,40791,875,23867,0,65535,0,65535,1733020281.316165
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27223,52891,60029,40802,875,23856,0,65535,0,65535,1733020282.441894
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27212,52850,60023,40813,876,23844,0,65535,0,65535,1733020283.629146
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27201,52809,60017,40824,877,23833,0,65535,0,65535,1733020284.90028
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27190,52768,60011,40835,877,23821,0,65535,0,65535,1733020286.129124
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27168,52686,60000,40857,879,23798,0,65535,0,65535,1733020287.359299
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27157,52645,59994,40868,879,23786,0,65535,0,65475,1733020288.419889
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65535,27146,52604,59988,40879,880,23774,0,65535,0,65415,1733020289.479442
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65475,27110,52563,59982,40890,881,23763,0,65535,0,65295,1733020290.539798
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65415,27074,52522,59976,40901,881,23751,0,65535,0,65175,1733020291.612691
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65295,27014,52482,59970,40912,882,23739,0,65535,0,64995,1733020292.682745
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,65175,26953,52401,59958,40934,883,23716,0,65535,0,64755,1733020293.809196
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,64995,26868,52360,59952,40945,884,23704,0,65535,0,64515,1733020294.936577
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,64755,26758,52320,59947,40956,885,23692,0,65535,0,64225,1733020296.062235
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,64515,26648,52279,59941,40967,885,23681,0,65535,0,63925,1733020297.164475
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,64225,26518,52239,59935,40979,886,23669,0,65535,0,63575,1733020298.22602
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,63925,26372,52199,59930,40990,887,23657,0,65535,0,62815,1733020299.314191
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,63575,26218,52158,59924,41001,887,23646,0,65535,0,62405,1733020300.436232
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,63225,26063,52118,59918,41012,888,23634,0,65535,0,61945,1733020301.549687
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,62404,25704,52038,59907,41034,889,23610,0,65535,0,61474,1733020302.616204
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,61944,25505,51998,59902,41045,890,23598,0,65535,0,60964,1733020303.743675
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,61473,25301,51959,59897,41056,891,23587,0,65535,0,60443,1733020304.928545
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,60963,25081,51919,59892,41068,891,23575,0,65535,0,59883,1733020306.199695
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,60442,24856,51879,59887,41079,892,23563,0,65535,0,59312,1733020307.430573
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,59883,24616,51839,59882,41090,892,23551,0,65535,0,58082,1733020308.53104
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,59312,24372,51800,59877,41101,893,23539,0,65535,0,57423,1733020309.592881
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,58703,24112,51761,59872,41112,894,23527,0,65535,0,56762,1733020310.765731
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,57423,23568,51682,59863,41135,895,23504,0,65535,0,56053,1733020312.036631
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,56762,23287,51643,59859,41146,896,23492,0,65535,0,55352,1733020313.181182
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,56053,22987,51604,59855,41157,896,23480,0,65535,0,54603,1733020314.242648
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,55352,22691,51565,59851,41168,897,23468,0,65535,0,53862,1733020315.315745
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,54603,22375,51526,59847,41179,898,23456,0,65535,0,53073,1733020316.376411
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,53862,22063,51487,59843,41191,898,23444,0,65535,0,52292,1733020317.437819
19660,60000,55295,60000,60000,0,0,65535,5565,0,0,53073,21731,51448,59840,41202,899,23432,0,65535,0,51473,1733020318.497711
